experience_level,employment_type,job_category,employee_residence_group,remote_ratio,company_location_group,company_size,adjusted_salary
3,2,1,2,0,2,1,124740.0
3,2,1,2,0,2,1,65488.0
3,2,0,2,0,2,1,72200.0
3,2,0,2,0,2,1,64980.0
3,2,0,2,1,2,1,179975.0
3,2,0,2,1,2,1,86466.0
3,2,1,2,0,2,1,90000.0
2,2,0,0,0,0,1,51039.0
2,2,0,0,0,0,1,42533.0
3,2,4,2,0,2,1,175000.0
3,2,4,2,0,2,1,120000.0
3,2,0,2,0,2,1,230000.0
3,2,4,2,0,2,1,120000.0
3,2,1,2,0,2,1,205920.0
3,2,1,2,0,2,1,171600.0
3,2,1,2,0,2,1,265000.0
2,2,1,2,0,2,1,130000.0
0,2,2,2,1,2,1,174955.2
2,2,2,1,2,1,0,38631.0
3,2,1,2,0,2,1,167580.0
3,2,1,2,0,2,1,87980.0
3,2,1,2,1,2,1,202000.0
3,2,1,2,1,2,1,135000.0
3,2,1,2,1,2,1,104000.0
3,2,1,2,1,2,1,65000.0
3,2,1,2,0,2,1,230000.0
3,2,1,2,0,2,1,148000.0
3,2,1,0,1,0,1,269000.0
3,2,1,0,1,0,1,158000.0
3,2,1,2,0,2,1,197000.0
3,2,1,2,0,2,1,106000.0
2,2,1,2,1,2,1,150000.0
2,2,1,2,1,2,1,100000.0
3,2,1,2,1,2,1,290000.0
3,2,1,2,1,2,1,210000.0
3,2,1,2,0,2,1,192000.0
3,2,1,2,0,2,1,172800.0
3,2,2,2,0,2,1,300240.0
3,2,2,2,0,2,1,200160.0
3,2,1,2,0,2,1,175000.0
3,2,1,2,0,2,1,140000.0
3,2,4,2,0,2,1,169000.0
3,2,4,2,0,2,1,100000.0
2,2,1,0,1,0,0,115447.0
3,2,0,2,1,2,2,110000.0
3,2,0,2,1,2,2,80000.0
0,2,0,2,0,2,1,55000.0
0,2,0,2,0,2,1,48000.0
3,2,0,2,0,2,1,85000.0
3,2,1,2,1,2,1,137500.0
3,2,1,2,1,2,1,81500.0
3,2,1,2,0,2,1,184700.0
2,2,2,1,0,1,2,33272.73
3,2,1,2,1,2,1,186000.0
3,2,1,2,1,2,1,153088.0
2,2,1,2,1,2,1,190000.0
2,2,1,2,1,2,1,160000.0
3,2,1,2,1,2,1,200000.0
2,2,1,2,0,2,1,190000.0
2,2,1,2,0,2,1,183310.0
3,2,1,2,1,2,1,240000.0
3,2,1,2,1,2,1,180000.0
3,2,1,2,1,2,1,144000.0
3,2,1,2,1,2,1,66000.0
2,2,1,2,0,2,1,148500.0
2,2,1,2,0,2,1,126277.0
3,2,1,2,0,2,1,228000.0
3,2,1,2,0,2,1,120000.0
3,2,1,2,0,2,1,180000.0
3,2,1,2,0,2,1,90000.0
3,2,2,2,0,2,1,126500.0
3,2,2,2,0,2,1,78000.0
3,2,1,2,0,2,1,180000.0
3,2,1,2,0,2,1,272000.0
3,2,1,2,0,2,1,170000.0
2,2,0,2,0,2,1,80000.0
2,2,0,2,0,2,1,60000.0
3,2,1,2,1,2,1,259000.0
3,2,1,2,1,2,1,146000.0
3,2,2,2,0,2,1,139500.0
2,2,1,2,1,2,1,140000.0
2,2,1,2,1,2,1,120000.0
2,2,0,1,0,1,1,109371.0
2,2,0,1,0,1,1,72914.0
0,3,0,1,1,1,0,17779.0
0,2,2,1,1,1,0,19522.0
3,2,4,2,0,2,1,247500.0
3,2,4,2,0,2,1,172200.0
3,2,1,0,1,0,1,107309.0
3,2,1,0,1,0,1,75116.0
3,2,1,2,1,2,1,288000.0
3,2,1,2,1,2,1,140000.0
2,2,4,0,0,0,1,72914.0
2,2,4,0,0,0,1,60761.0
3,2,2,2,1,2,1,215050.0
3,2,2,2,1,2,1,156400.0
3,2,1,2,1,2,1,198000.0
3,2,1,2,1,2,1,114000.0
3,2,2,2,1,2,1,209300.0
3,2,2,2,1,2,1,182200.0
0,2,2,2,0,2,1,88519.00000000001
2,2,1,0,1,0,1,48609.0
0,2,1,0,1,0,1,120000.0
0,2,1,0,1,0,1,60000.0
3,2,1,2,0,2,1,147100.0
3,2,1,2,0,2,1,90700.0
3,2,0,2,0,2,1,227000.0
3,2,0,2,0,2,1,108000.0
3,2,1,2,1,2,1,160000.0
3,2,0,1,1,1,1,55800.0
3,2,0,1,1,1,1,51508.0
0,2,0,2,1,2,0,60000.0
0,2,0,1,2,2,0,50000.0
3,2,1,2,0,2,1,226700.0
3,2,1,2,0,2,1,133300.0
3,2,1,0,1,0,0,151902.0
0,2,2,1,0,1,0,9727.0
3,2,0,2,0,2,1,52500.0
3,2,1,2,1,2,1,250000.0
3,2,1,2,1,2,1,162500.0
2,2,0,2,0,2,1,165000.0
2,2,0,2,0,2,1,124000.0
3,2,1,2,1,2,1,63000.0
3,2,2,1,0,1,1,253750.0
3,2,2,1,0,1,1,169200.0
2,2,2,2,0,2,1,170000.0
2,2,2,2,0,2,1,120000.0
3,2,1,2,1,2,1,213580.0
3,2,1,2,1,2,1,163625.0
0,2,1,1,0,1,0,12000.0
3,2,1,0,1,0,1,101943.0
2,2,0,1,1,1,0,16414.0
3,2,1,2,0,2,1,220000.0
1,2,1,2,0,2,1,210000.0
3,2,4,2,1,2,1,231250.0
3,2,4,2,1,2,1,138750.0
3,2,1,2,0,2,1,284310.0
3,2,1,2,0,2,1,153090.0
2,2,0,2,0,2,1,125000.0
2,2,0,2,0,2,1,105000.0
2,2,0,0,0,0,1,109371.0
2,2,0,0,0,0,1,85066.0
0,2,0,2,2,2,1,100000.0
3,2,4,2,0,2,1,225900.0
3,2,4,2,0,2,1,156400.0
3,2,0,2,0,2,1,60000.0
2,2,0,2,1,2,1,95000.0
3,2,2,2,1,2,1,135000.0
3,2,0,2,1,2,1,93919.0
3,2,0,2,1,2,1,51962.0
3,2,1,2,0,2,1,241871.0
3,2,1,2,0,2,1,133832.0
3,2,2,2,1,2,1,90000.0
3,2,0,2,1,2,1,192500.0
2,2,1,1,1,1,2,36000.0
3,2,2,2,1,2,1,235000.0
2,2,1,0,0,0,1,121523.0
2,2,1,0,0,0,1,97218.0
3,2,2,2,0,2,1,216100.0
3,2,2,2,0,2,1,140800.0
2,2,1,0,0,0,1,145828.0
3,2,1,0,1,0,0,53654.0
0,2,2,2,2,2,2,110000.0
2,2,1,0,1,0,1,66837.0
2,2,1,0,1,0,1,63192.0
2,2,0,0,0,0,1,60761.0
1,2,1,2,1,2,1,284000.0
1,2,1,2,1,2,1,236000.0
3,2,2,0,0,0,1,248100.0
3,2,2,0,0,0,1,145900.0
3,2,1,2,0,2,1,155850.0
3,2,1,2,0,2,1,102544.0
2,2,2,2,1,2,1,151410.0
2,2,2,2,1,2,1,115360.0
2,2,1,1,1,1,1,66531.0
2,2,1,1,1,1,1,59020.0
3,2,4,0,2,0,1,125686.0
3,2,1,0,2,0,0,100000.0
0,2,2,1,2,1,0,12767.0
3,2,2,0,0,0,1,185000.0
3,2,2,0,0,0,1,120250.0
0,2,1,0,1,0,0,26827.0
0,2,2,2,1,2,1,187452.00000000003
2,2,2,2,0,2,1,85000.0
2,2,2,2,0,2,1,70000.0
3,2,5,2,1,2,1,135000.0
3,2,5,2,1,2,1,100000.0
1,2,4,2,0,2,1,155000.0
1,2,4,2,0,2,1,140000.0
3,2,2,2,1,2,1,225000.0
3,2,1,2,0,2,1,220000.0
3,2,1,2,0,2,1,150000.0
3,2,4,2,0,2,1,204500.0
3,2,4,2,0,2,1,138900.0
3,2,1,2,1,2,1,107000.0
2,2,2,1,1,1,0,23952.2
2,2,1,2,1,2,0,110000.0
3,2,1,2,1,2,1,265000.0
3,2,1,2,1,2,1,182750.0
3,2,1,2,0,2,1,137500.0
1,2,4,2,0,2,1,314100.0
1,2,4,2,0,2,1,195800.0
3,2,2,2,0,2,1,205000.0
3,2,2,2,0,2,1,180000.0
3,2,2,2,1,2,1,165000.0
3,2,2,2,1,2,1,144000.0
0,2,5,2,0,2,1,160000.0
0,2,5,2,0,2,1,100000.0
1,2,1,2,0,2,1,200000.0
2,2,0,2,0,2,1,150000.0
3,2,4,2,0,2,1,199000.0
3,2,4,2,0,2,1,112000.0
0,2,1,0,1,0,2,130000.0
0,2,1,2,0,2,1,160000.0
0,2,1,2,0,2,1,135000.0
3,2,2,2,0,2,1,183000.0
3,2,2,2,0,2,1,134000.0
3,2,2,2,0,2,0,262500.0
3,2,0,2,0,2,1,122000.0
3,2,0,2,0,2,1,94000.0
3,2,1,2,0,2,1,276000.0
3,2,1,2,0,2,1,184000.0
2,2,1,2,1,2,1,180000.0
2,2,1,2,1,2,1,150000.0
3,2,2,2,1,2,1,209450.0
3,2,2,2,1,2,1,158677.0
2,2,0,2,0,2,1,103200.0
2,2,0,2,0,2,1,61200.0
2,2,2,2,1,2,0,161417.00000000003
0,2,1,0,2,0,0,77089.43488000002
3,2,2,1,2,1,0,63312.0
3,2,2,2,1,2,1,240000.0
3,2,2,2,1,2,1,139000.0
3,2,1,2,0,2,1,174500.0
3,2,1,2,0,2,1,113000.0
3,2,0,2,1,2,1,87000.0
3,2,0,2,1,2,1,160000.0
3,2,0,2,1,2,1,108000.0
3,2,1,2,1,2,1,107250.0
3,2,1,2,0,2,1,300000.0
3,2,1,2,0,2,1,119000.0
3,2,2,2,1,2,1,285800.0
3,2,2,2,1,2,1,154600.0
2,2,4,1,2,1,0,60795.0
0,2,0,1,1,2,2,30000.0
2,2,4,2,0,2,1,220000.0
2,2,4,2,0,2,1,195000.0
3,2,4,2,0,2,1,168400.0
3,2,1,2,1,2,1,200000.0
3,2,1,2,1,2,1,175000.0
3,2,1,2,1,2,1,231250.0
3,2,1,2,1,2,1,138750.0
3,2,1,0,1,0,1,153000.0
3,2,1,0,1,0,1,94000.0
3,2,1,2,1,2,1,90000.0
0,2,2,2,0,2,1,124234.0
0,2,2,2,0,2,1,74540.0
2,2,0,2,0,2,1,109000.0
2,2,0,2,0,2,1,79000.0
3,2,1,0,2,0,0,88928.07400000001
2,2,1,1,0,1,2,50000.0
3,2,0,2,1,2,1,125600.0
3,2,0,2,0,2,1,141290.0
3,2,0,2,0,2,1,74178.0
3,2,1,2,1,2,1,85000.0
3,2,1,2,0,2,1,220000.0
3,2,1,2,1,2,1,205600.0
3,2,1,2,1,2,1,107500.0
0,2,2,1,2,1,2,12888.0
2,2,0,2,0,2,1,52500.0
3,2,2,2,1,2,1,84000.0
3,2,0,2,0,2,1,125000.0
3,2,0,2,0,2,1,110000.0
3,2,1,2,0,2,1,200000.0
3,2,1,2,0,2,1,135000.0
0,2,0,2,2,2,0,49987.200000000004
0,2,3,1,2,1,2,120000.0
3,2,1,2,1,2,1,170000.0
2,2,1,2,0,2,1,150000.0
3,2,1,2,1,2,2,200000.0
2,2,2,1,1,1,2,80000.0
0,2,0,1,2,1,0,12877.0
0,2,3,1,0,1,2,6669.6320000000005
2,2,4,1,2,0,1,17509.0
3,2,2,2,0,2,1,257000.0
3,2,2,1,0,1,1,77262.0
3,2,2,1,0,1,1,38631.0
3,2,5,2,1,2,1,140000.0
3,2,5,2,1,2,1,110000.0
3,2,2,2,0,2,1,151800.0
2,2,2,1,2,1,0,53654.0
3,2,0,1,0,1,1,51508.0
3,2,0,1,0,1,1,40777.0
2,2,1,2,1,2,1,95000.0
3,2,2,2,1,2,1,130000.0
2,2,0,2,1,2,1,120000.0
2,2,0,2,1,2,1,100000.0
2,2,2,2,0,2,1,183310.0
3,2,0,2,1,2,1,102500.0
3,2,2,2,0,2,1,185000.0
3,2,5,2,0,2,1,122000.0
3,2,5,2,0,2,1,94000.0
3,2,2,2,0,2,1,220000.0
3,2,2,2,0,2,1,146000.0
2,2,2,1,2,1,0,24740.0
2,2,1,1,1,1,1,16819.026
3,2,5,2,0,2,1,145000.0
3,2,5,2,0,2,1,128000.0
3,2,2,2,0,2,1,182000.0
3,2,1,2,0,2,1,122000.0
3,2,1,2,0,2,1,94000.0
3,2,1,1,0,1,1,77262.0
3,2,1,1,0,1,1,38631.0
1,2,2,2,0,2,1,300000.0
2,2,0,2,0,2,1,135000.0
2,2,0,2,0,2,1,105500.0
2,2,2,2,1,2,0,114554.00000000001
3,2,2,2,1,2,1,168000.0
2,2,0,0,0,0,1,78990.0
2,2,0,0,0,0,1,43809.0
3,2,2,2,0,2,1,153400.0
3,2,2,2,0,2,1,122700.0
3,2,2,2,1,2,1,205000.0
2,2,1,2,0,2,1,145000.0
2,2,1,2,0,2,1,87000.0
0,2,2,1,1,2,1,50000.0
3,2,1,2,1,2,1,234100.0
3,2,1,2,1,2,1,203500.0
3,2,2,2,0,2,1,223800.0
3,2,2,2,0,2,1,172100.0
3,2,1,2,1,2,1,232200.0
3,2,1,2,1,2,1,167200.0
3,2,5,2,0,2,1,197000.0
3,2,5,2,0,2,1,106000.0
3,2,2,2,0,2,1,180000.0
3,2,2,2,0,2,1,145000.0
3,2,4,2,0,2,1,225000.0
3,2,4,2,0,2,1,200000.0
3,2,1,2,1,2,1,114000.0
3,2,1,2,0,2,1,291500.0
1,2,1,2,0,2,1,196200.0
1,2,1,2,0,2,1,150900.0
3,2,2,2,0,2,1,168400.0
3,2,2,2,0,2,1,105200.0
2,2,1,1,1,1,1,95000.0
2,2,1,1,1,1,1,80000.0
2,2,0,2,0,2,1,116000.0
2,2,0,2,0,2,1,72000.0
3,2,1,2,0,2,1,207000.0
3,2,1,2,0,2,1,167000.0
3,2,1,2,0,2,1,145000.0
3,2,1,2,0,2,1,135000.0
2,2,1,2,0,2,1,105000.0
2,2,1,2,0,2,1,70000.0
3,2,1,2,1,2,1,133800.0
3,2,1,2,1,2,1,96100.0
2,2,0,2,0,2,1,120000.0
3,2,1,2,0,2,1,140000.0
3,2,1,2,0,2,1,100000.0
3,2,2,2,0,2,1,120000.0
3,2,1,2,1,2,1,140000.0
3,2,1,2,1,2,1,115000.0
3,2,4,2,1,2,1,297300.0
3,2,4,2,1,2,1,198200.0
2,2,1,2,2,2,0,219000.0
3,2,2,2,1,2,1,230000.0
3,2,2,2,1,2,1,196000.0
3,2,1,2,0,2,1,110000.0
3,2,2,2,0,2,0,126100.0
3,2,2,2,0,2,0,72000.0
2,2,1,2,1,2,1,175000.0
2,2,1,2,1,2,1,140000.0
3,2,0,2,0,2,1,240500.0
3,2,0,2,0,2,1,137500.0
2,2,2,2,0,2,1,187500.0
2,2,2,2,0,2,1,165000.0
2,2,1,0,0,0,0,72914.0
0,3,0,1,1,2,0,26678.528000000002
3,2,2,2,0,2,1,165750.0
3,2,2,2,1,2,1,225000.0
3,2,2,2,1,2,1,165750.0
2,2,1,0,0,0,1,109006.0
2,2,1,0,0,0,1,67141.0
3,2,2,2,1,2,1,115000.0
3,2,1,2,0,2,1,275000.0
3,2,1,2,0,2,1,175000.0
3,2,1,2,0,2,1,175308.0
3,2,1,2,0,2,1,100706.0
3,2,1,2,0,2,1,235000.0
3,2,1,2,0,2,1,135000.0
3,2,1,2,0,2,1,310000.0
3,2,1,2,0,2,1,229000.0
3,2,1,2,0,2,1,289076.0
3,2,1,2,0,2,1,202353.0
3,2,1,1,0,1,1,69751.0
3,2,1,1,0,1,1,37558.0
2,2,1,2,1,2,1,120000.0
2,2,1,2,1,2,1,100000.0
3,2,2,1,1,1,0,62267.819776000004
2,2,0,1,2,1,0,19376.212
3,2,1,2,1,2,1,231250.0
3,2,1,2,1,2,1,138750.0
3,2,1,2,0,2,1,199000.0
3,2,1,2,0,2,1,162000.0
0,2,2,2,1,2,1,104140.00000000001
0,2,1,2,0,2,1,150000.0
0,2,1,2,0,2,1,120000.0
3,2,1,2,0,2,1,150000.0
3,2,1,2,0,2,1,100000.0
3,2,4,0,0,0,0,138506.2
3,2,2,2,0,2,1,272550.0
3,2,2,2,0,2,1,198200.0
2,2,2,2,0,2,1,105000.0
3,2,1,2,1,2,1,187500.0
3,2,0,2,1,2,1,155000.0
3,2,0,2,1,2,1,64000.0
3,2,1,2,0,2,1,235000.0
3,2,1,2,0,2,1,185000.0
3,2,2,0,0,0,1,143100.0
3,2,2,0,0,0,1,113000.0
3,2,2,2,1,2,1,142000.0
3,2,2,2,0,2,1,180560.0
3,2,2,2,0,2,1,115440.0
3,2,2,2,0,2,1,248100.0
3,2,2,2,0,2,1,145900.0
3,2,2,0,0,0,1,120000.0
3,2,2,0,0,0,1,110000.0
2,2,1,0,1,0,1,75344.0
2,2,1,0,1,0,1,63192.0
3,2,1,2,0,2,1,161800.0
3,2,1,2,0,2,1,141600.0
2,2,1,0,1,0,1,58331.0
2,2,1,0,1,0,1,46178.0
3,2,1,2,1,2,1,128000.0
3,2,1,2,1,2,1,110000.0
3,2,1,2,1,2,1,236000.0
3,2,1,2,1,2,1,182000.0
2,2,0,1,1,1,0,15136.806
0,2,2,2,0,2,1,135382.0
3,2,1,2,0,2,0,261500.0
3,2,1,2,0,2,0,134500.0
2,2,2,1,1,1,0,14800.362000000001
2,2,2,2,0,2,1,130000.0
2,2,2,2,0,2,1,90000.0
3,2,4,2,1,2,0,130175.00000000001
3,2,1,2,0,2,1,182245.00000000003
3,2,1,2,0,2,1,161417.00000000003
3,2,1,2,0,2,1,159959.04
3,2,1,2,0,2,1,111221.52
3,2,2,2,0,2,1,156210.00000000003
3,2,2,2,0,2,1,145796.0
3,2,5,2,0,2,1,127050.80000000002
3,2,5,2,0,2,1,98412.3
3,2,1,2,0,2,1,177038.00000000003
3,2,1,2,0,2,1,135382.0
3,2,5,2,0,2,1,151003.00000000003
3,2,5,2,0,2,1,133299.2
3,2,1,2,0,2,1,151003.00000000003
3,2,1,2,0,2,1,104140.00000000001
3,2,1,2,0,2,1,124968.00000000001
3,2,1,2,0,2,1,119761.00000000001
3,2,2,2,1,2,1,156210.00000000003
2,2,0,2,0,2,1,156210.00000000003
2,2,0,2,0,2,1,104140.00000000001
2,2,2,2,1,2,1,156210.00000000003
2,2,2,2,1,2,1,132778.5
3,2,2,2,1,2,1,131737.1
3,2,2,2,1,2,1,53111.40000000001
2,2,1,2,0,2,1,270764.0
2,2,1,2,0,2,1,182245.00000000003
0,2,2,0,1,1,1,41656.00000000001
0,2,3,1,1,0,1,41656.00000000001
3,2,1,2,1,2,1,260350.00000000003
3,2,1,2,1,2,1,65608.20000000001
3,2,1,2,1,2,1,218694.00000000003
3,2,1,2,1,2,1,166624.00000000003
3,2,2,2,1,2,1,283833.57
3,2,2,2,1,2,1,206405.48
2,2,2,0,1,0,1,100044.48000000001
2,2,2,0,1,0,1,55579.914000000004
3,2,2,2,0,2,1,229108.00000000003
3,2,2,2,0,2,1,152044.40000000002
3,2,1,0,1,0,1,258683.76000000004
3,2,1,0,1,0,1,191201.04
2,2,1,2,1,2,1,156210.00000000003
0,2,3,1,1,0,1,41656.00000000001
3,2,4,1,0,1,0,60012.934
2,2,1,2,0,2,1,124968.00000000001
2,2,1,2,0,2,1,98933.00000000001
0,2,1,2,0,2,1,166624.00000000003
0,2,1,2,0,2,1,140589.0
0,2,5,1,2,1,1,25566.57
3,2,1,2,1,2,1,224942.40000000002
3,2,1,2,1,2,1,149961.6
0,2,1,2,0,2,1,88519.00000000001
0,2,1,2,0,2,1,67691.0
3,2,0,2,1,2,1,155168.6
3,2,0,2,1,2,1,123926.6
3,2,2,2,0,2,1,124968.00000000001
2,2,2,2,0,2,1,156210.00000000003
2,2,2,2,0,2,1,114554.00000000001
3,2,1,2,1,2,1,256184.40000000002
3,2,1,2,1,2,1,209321.40000000002
3,2,2,2,0,2,1,197866.00000000003
3,2,2,2,0,2,1,161417.00000000003
3,2,1,2,1,2,1,244729.00000000003
3,2,1,2,1,2,1,192659.00000000003
3,2,1,2,1,2,1,197866.00000000003
3,2,1,2,1,2,1,166624.00000000003
0,2,0,2,1,2,1,104140.00000000001
2,2,1,2,0,2,1,135382.0
2,2,1,2,0,2,1,119761.00000000001
2,2,2,0,0,0,1,97706.3
2,2,2,0,0,0,1,71650.93400000001
2,2,1,2,0,2,1,109347.00000000001
2,2,1,2,0,2,1,72898.0
3,2,1,2,0,2,1,212966.30000000002
3,2,1,2,0,2,1,148087.08000000002
3,2,1,2,1,2,1,199948.80000000002
3,2,1,2,1,2,1,170789.6
3,2,1,2,0,2,1,193596.26
3,2,1,2,0,2,1,134653.02000000002
3,2,1,2,0,2,1,78105.00000000001
3,2,4,2,0,2,1,182245.00000000003
3,2,4,2,0,2,1,124968.00000000001
3,2,1,2,0,2,1,174434.50000000003
3,2,1,2,0,2,1,110909.1
2,2,0,2,1,2,1,78105.00000000001
2,2,0,2,1,2,1,62484.00000000001
3,2,2,2,1,2,1,191617.6
3,2,2,2,1,2,1,147878.80000000002
2,2,2,2,0,2,1,151003.00000000003
2,2,2,2,0,2,1,104140.00000000001
0,2,1,1,2,1,2,10414.000000000002
2,2,2,1,1,2,1,33639.11
2,2,1,1,1,1,2,46938.170000000006
1,2,1,2,0,2,1,208280.00000000003
1,2,1,2,0,2,1,151003.00000000003
2,2,1,0,1,0,1,97706.3
2,2,1,0,1,0,1,78165.04000000001
3,2,2,2,1,2,1,199948.80000000002
3,2,2,2,1,2,1,170789.6
1,2,1,2,1,2,1,248894.60000000003
3,2,0,2,0,2,1,124968.00000000001
3,2,0,2,0,2,1,98933.00000000001
3,2,1,2,0,2,1,151003.00000000003
3,2,1,2,0,2,1,140589.0
3,2,1,2,0,2,1,81229.20000000001
3,2,1,1,0,1,1,77811.668
3,2,1,1,0,1,1,38905.834
2,2,1,2,1,2,1,166624.00000000003
2,2,1,2,1,2,1,124968.00000000001
2,2,1,1,2,1,0,37675.380000000005
3,2,2,1,1,1,0,130175.00000000001
3,2,1,2,0,2,1,98933.00000000001
3,2,2,1,0,1,1,50022.240000000005
3,2,2,1,0,1,1,40017.792
3,2,0,2,1,2,1,120733.66760000002
3,2,0,2,1,2,1,85046.97240000001
3,2,2,2,1,2,1,182245.00000000003
3,2,2,2,1,2,1,145796.0
3,2,1,2,0,2,1,259829.30000000002
3,2,1,2,0,2,1,156053.79
2,2,1,2,1,2,1,127571.50000000001
2,2,1,2,1,2,1,104140.00000000001
3,2,2,2,0,2,1,259829.30000000002
3,2,2,2,0,2,1,156053.79
0,2,0,2,0,2,1,57277.00000000001
0,2,0,2,0,2,1,49987.200000000004
3,2,2,2,0,2,1,259829.30000000002
3,2,2,2,0,2,1,156053.79
2,2,1,0,1,0,2,62249.546
3,2,1,2,1,2,1,197866.00000000003
3,2,1,2,1,2,1,124968.00000000001
3,2,0,2,1,2,1,132257.80000000002
3,2,0,2,1,2,1,108305.6
3,2,2,2,1,2,1,218694.00000000003
3,2,2,2,1,2,1,156210.00000000003
3,2,1,2,1,2,1,156210.00000000003
3,2,1,2,1,2,1,218694.00000000003
3,2,1,2,1,2,1,135382.0
3,2,2,2,1,2,1,190315.85
3,2,2,2,1,2,1,168186.1
2,2,0,2,1,2,1,106889.29600000002
2,2,0,2,1,2,1,68836.54000000001
3,2,2,2,1,2,1,218694.00000000003
3,2,2,2,1,2,1,156210.00000000003
3,2,1,2,0,2,1,207030.32
3,2,1,2,0,2,1,127675.64000000001
2,2,1,2,1,2,1,135382.0
2,2,1,2,1,2,1,83312.00000000001
3,2,2,2,1,2,1,141630.40000000002
3,2,2,2,1,2,1,108305.6
3,2,0,2,1,2,1,156210.00000000003
3,2,0,2,1,2,1,104140.00000000001
1,2,2,2,1,2,1,165582.6
1,2,2,2,1,2,1,135382.0
3,2,1,2,1,2,1,223901.00000000003
3,2,1,2,1,2,1,156210.00000000003
2,2,1,2,1,2,1,194741.80000000002
2,2,1,2,1,2,1,159334.2
3,2,1,1,1,1,1,265557.0
3,2,1,1,1,1,1,192659.00000000003
2,2,0,0,0,0,1,58623.780000000006
3,2,0,1,0,1,1,53357.056000000004
3,2,0,1,0,1,1,42240.65
3,2,0,2,0,2,1,175996.6
3,2,0,2,0,2,1,115178.84000000001
0,2,0,0,0,0,0,64472.404
3,2,5,2,1,2,1,145796.0
3,2,5,2,1,2,1,124968.00000000001
3,2,2,0,2,1,2,10414.000000000002
0,2,0,2,2,2,0,52070.00000000001
2,2,1,2,1,2,1,139547.6
2,2,1,2,1,2,1,129133.6
3,2,0,2,0,2,1,173601.38
3,2,0,2,0,2,1,123926.6
0,2,2,2,0,2,1,129377.28760000001
0,2,2,2,0,2,1,77625.956
2,2,0,2,1,2,1,104140.00000000001
2,2,0,2,1,2,1,67691.0
2,2,0,1,2,1,0,19458.262016
0,2,2,0,2,0,0,208280.00000000003
0,2,1,1,1,1,0,12496.800000000001
3,2,1,2,1,2,1,229108.00000000003
3,2,1,2,1,2,1,152044.40000000002
3,2,1,1,0,1,1,72253.994
3,2,5,2,0,2,1,114554.00000000001
3,2,5,2,0,2,1,72898.0
3,2,1,2,1,2,1,197866.00000000003
3,2,1,2,1,2,1,140589.0
3,2,2,2,0,2,1,133299.2
3,2,2,2,0,2,1,84874.1
3,2,2,2,1,2,1,180162.2
3,2,2,2,1,2,1,114554.00000000001
3,2,1,2,0,2,1,199948.80000000002
3,2,1,2,0,2,1,124968.00000000001
3,2,4,2,1,2,0,197866.00000000003
3,2,1,2,1,2,1,202031.6
3,2,1,2,1,2,1,134757.16
3,2,0,2,1,2,1,209321.40000000002
3,2,0,2,1,2,1,92892.88
3,2,2,2,0,2,1,171831.00000000003
3,2,2,2,0,2,1,130175.00000000001
3,2,2,2,1,2,1,239522.00000000003
3,2,2,2,1,2,1,204114.40000000002
2,2,1,2,0,2,1,135382.0
2,2,1,2,0,2,1,93726.00000000001
2,2,2,2,1,2,1,156210.00000000003
2,2,2,2,1,2,1,104140.00000000001
2,2,1,2,0,2,1,239522.00000000003
2,2,1,2,0,2,1,156210.00000000003
2,2,2,2,1,2,1,135382.0
2,2,2,2,0,2,1,187452.00000000003
2,2,2,2,0,2,1,124968.00000000001
3,2,0,2,1,2,1,200469.50000000003
3,2,0,2,1,2,1,145796.0
3,2,1,2,0,2,1,158813.50000000003
3,2,0,2,1,2,1,67691.0
3,2,0,2,1,2,1,57277.00000000001
3,2,1,2,0,2,1,186150.25000000003
3,2,1,2,0,2,1,166624.00000000003
2,2,2,0,1,0,1,66696.32
2,2,2,2,0,2,1,171831.00000000003
2,2,2,2,0,2,1,140589.0
3,2,1,2,1,2,1,177038.00000000003
3,2,1,2,1,2,1,130175.00000000001
